Company,Country,Patent (Raw),Patent (Cleaned),Ambiguous
Dolby Laboratories Licensing Corporation,MK,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,MK,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,ML,OA 19660,OA19660,False
Dolby Laboratories Licensing Corporation,MO,MO J/002075,MOJ/002075,False
Dolby Laboratories Licensing Corporation,MO,MO J/003489,MOJ/003489,False
Dolby Laboratories Licensing Corporation,MO,MO J/003619,MOJ/003619,False
Dolby Laboratories Licensing Corporation,MO,MO J/004098,MOJ/004098,False
Dolby Laboratories Licensing Corporation,MO,MO J/006352,MOJ/006352,False
Dolby Laboratories Licensing Corporation,MO,MO J/007454,MOJ/007454,False
Dolby Laboratories Licensing Corporation,MO,MO J/008156,MOJ/008156,False
Dolby Laboratories Licensing Corporation,MO,MO J/008982,MOJ/008982,False
Dolby Laboratories Licensing Corporation,MO,MO J/009006,MOJ/009006,False
Dolby Laboratories Licensing Corporation,MO,MO J/009007,MOJ/009007,False
Dolby Laboratories Licensing Corporation,MO,MO J/009008,MOJ/009008,False
Dolby Laboratories Licensing Corporation,MR,OA 19660,OA19660,False
Dolby Laboratories Licensing Corporation,MT,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,MT,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,MT,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,MT,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,MT,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,MW,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,MW,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,MW,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,MW,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,MX,"MX 342,823",MX342823,False
Dolby Laboratories Licensing Corporation,MX,"MX 365,964",MX365964,False
Dolby Laboratories Licensing Corporation,MX,"MX 365,965",MX365965,False
Dolby Laboratories Licensing Corporation,MX,"MX 371,677",MX371677,False
Dolby Laboratories Licensing Corporation,MX,MX 380258,MX380258,False
Dolby Laboratories Licensing Corporation,MX,MX 388842,MX388842,False
Dolby Laboratories Licensing Corporation,MX,MX 406720,MX406720,False
Dolby Laboratories Licensing Corporation,MX,MX 407173,MX407173,False
Dolby Laboratories Licensing Corporation,MX,MX 411618,MX411618,False
Dolby Laboratories Licensing Corporation,MX,MX 413083,MX413083,False
Dolby Laboratories Licensing Corporation,MY,MY 193501-A,MY193501-A,False
Dolby Laboratories Licensing Corporation,MY,MY 198864-A,MY198864-A,False
Dolby Laboratories Licensing Corporation,MY,MY 201472-A,MY201472-A,False
Dolby Laboratories Licensing Corporation,MY,MY 203733-A,MY203733-A,False
Dolby Laboratories Licensing Corporation,MY,MY 203888-A,MY203888-A,False
Dolby Laboratories Licensing Corporation,MZ,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,MZ,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,MZ,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,MZ,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,NA,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,NA,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,NA,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,NA,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,NE,OA 19660,OA19660,False
Dolby Laboratories Licensing Corporation,NG,NG/PT/C/2020/4909,NG/PT/C/2020/4909,False
Dolby Laboratories Licensing Corporation,NG,NG/PT/PCT/2021/5867,NG/PT/PCT/2021/5867,False
Dolby Laboratories Licensing Corporation,NG,NG F/P/2022/153,NGF/P/2022/153,False
Dolby Laboratories Licensing Corporation,NG,NG F/P/2022/154,NGF/P/2022/154,False
Dolby Laboratories Licensing Corporation,NG,NG F/P/2022/156,NGF/P/2022/156,False
Dolby Laboratories Licensing Corporation,NG,NG F/P/2022/159,NGF/P/2022/159,False
Dolby Laboratories Licensing Corporation,NL,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,NL,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,NL,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,NL,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,NL,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,NL,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,NL,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,NL,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,NL,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,NL,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,NL,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,NL,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,NL,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,NL,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,NL,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,NL,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,NL,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,NL,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,NL,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,NL,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,NL,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,NO,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,NO,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,NO,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,NO,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,NO,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,NO,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,NO,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,NO,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,NO,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,NO,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,NO,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,NO,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,NO,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,NO,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,NO,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,NO,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,NO,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,NO,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,NO,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,NO,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,NO,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,OM,OM 00506,OM00506,False
Dolby Laboratories Licensing Corporation,PH,PH 1/2019/500718,PH1/2019/500718,False
Dolby Laboratories Licensing Corporation,PH,PH 12020551511,PH12020551511,False
Dolby Laboratories Licensing Corporation,PL,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,PL,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,PL,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,PL,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,PL,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,PL,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,PL,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,PL,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,PL,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,PL,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,PL,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,PL,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,PL,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,PL,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,PL,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,PL,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,PL,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,PL,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,PL,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,PL,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,PL,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,PT,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,PT,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,PT,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,PT,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,PT,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,PT,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,PT,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,PT,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,PT,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,PT,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,PT,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,PT,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,PT,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,PT,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,PT,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,PT,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,PT,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,PT,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,PT,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,PT,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,PT,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,RO,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,RO,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,RO,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,RO,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,RO,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,RO,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,RO,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,RO,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,RO,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,RO,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,RO,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,RO,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,RO,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,RO,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,RS,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,RS,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,RS,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,RS,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,RS,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,RS,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,RS,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,RS,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,RS,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,RS,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,RS,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,RS,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,RU,EA 039463,EA039463,False
Dolby Laboratories Licensing Corporation,RU,EA 042523,EA042523,False
Dolby Laboratories Licensing Corporation,RU,EA 042564,EA042564,False
Dolby Laboratories Licensing Corporation,RU,EA 044734,EA044734,False
Dolby Laboratories Licensing Corporation,RU,EA 047543,EA047543,False
Dolby Laboratories Licensing Corporation,RU,EA 048261,EA048261,False
Dolby Laboratories Licensing Corporation,RU,EA 048724,EA048724,False
Dolby Laboratories Licensing Corporation,RU,EA 050028,EA050028,False
Dolby Laboratories Licensing Corporation,RU,EA 052026,EA052026,False
Dolby Laboratories Licensing Corporation,RU,"RU 2,665,211",RU2665211,False
Dolby Laboratories Licensing Corporation,RU,"RU 2,711,102",RU2711102,False
Dolby Laboratories Licensing Corporation,RU,"RU 2,728,845",RU2728845,False
Dolby Laboratories Licensing Corporation,RU,"RU 2,736,103",RU2736103,False
Dolby Laboratories Licensing Corporation,RU,"RU 2,772,241",RU2772241,False
Dolby Laboratories Licensing Corporation,RW,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,RW,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,RW,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,RW,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,SA,SA 20224,SA20224,False
Dolby Laboratories Licensing Corporation,SA,SA 20365,SA20365,False
Dolby Laboratories Licensing Corporation,SA,SA 20815,SA20815,False
Dolby Laboratories Licensing Corporation,SD,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,SD,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,SD,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,SD,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,SE,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,SE,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,SE,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,SE,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,SE,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,SE,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,SE,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,SE,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,SE,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,SE,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,SE,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,SE,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,SE,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,SE,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,SE,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,SE,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,SE,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,SE,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,SE,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,SE,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,SE,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,SG,SG 10201604112P,SG10201604112P,False
Dolby Laboratories Licensing Corporation,SG,SG 10201604130U,SG10201604130U,False
Dolby Laboratories Licensing Corporation,SG,SG 10201607838P,SG10201607838P,False
Dolby Laboratories Licensing Corporation,SG,SG 10202102102T,SG10202102102T,False
Dolby Laboratories Licensing Corporation,SG,SG 10202300347X,SG10202300347X,False
Dolby Laboratories Licensing Corporation,SG,SG 10202400240V,SG10202400240V,False
Dolby Laboratories Licensing Corporation,SG,SG 10202400241Q,SG10202400241Q,False
Dolby Laboratories Licensing Corporation,SG,SG 10202401555W,SG10202401555W,False
Dolby Laboratories Licensing Corporation,SG,SG 11201902914S,SG11201902914S,False
Dolby Laboratories Licensing Corporation,SI,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,SI,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,SI,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,SI,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,SI,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,SK,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,SK,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,SK,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,SK,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,SK,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,SK,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,SK,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,SK,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,SK,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,SK,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,SK,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,SK,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,SK,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,SL,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,SL,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,SL,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,SL,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,SM,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,SM,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,SM,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,SM,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,SN,OA 19660,OA19660,False
Dolby Laboratories Licensing Corporation,ST,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,ST,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,ST,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,ST,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,SZ,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,SZ,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,SZ,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,SZ,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,TD,OA 19660,OA19660,False
Dolby Laboratories Licensing Corporation,TG,OA 19660,OA19660,False
Dolby Laboratories Licensing Corporation,TH,TH 88077,TH88077,False
Dolby Laboratories Licensing Corporation,TJ,EA 039463,EA039463,False
Dolby Laboratories Licensing Corporation,TJ,EA 042523,EA042523,False
Dolby Laboratories Licensing Corporation,TJ,EA 042564,EA042564,False
Dolby Laboratories Licensing Corporation,TJ,EA 044734,EA044734,False
Dolby Laboratories Licensing Corporation,TJ,EA 047543,EA047543,False
Dolby Laboratories Licensing Corporation,TJ,EA 048261,EA048261,False
Dolby Laboratories Licensing Corporation,TJ,EA 048724,EA048724,False
Dolby Laboratories Licensing Corporation,TJ,EA 050028,EA050028,False
Dolby Laboratories Licensing Corporation,TJ,EA 052026,EA052026,False
Dolby Laboratories Licensing Corporation,TM,EA 039463,EA039463,False
Dolby Laboratories Licensing Corporation,TM,EA 042523,EA042523,False
Dolby Laboratories Licensing Corporation,TM,EA 042564,EA042564,False
Dolby Laboratories Licensing Corporation,TM,EA 044734,EA044734,False
Dolby Laboratories Licensing Corporation,TM,EA 047543,EA047543,False
Dolby Laboratories Licensing Corporation,TM,EA 048261,EA048261,False
Dolby Laboratories Licensing Corporation,TM,EA 048724,EA048724,False
Dolby Laboratories Licensing Corporation,TM,EA 050028,EA050028,False
Dolby Laboratories Licensing Corporation,TM,EA 052026,EA052026,False
Dolby Laboratories Licensing Corporation,TR,"EP 2,308,239",EP2308239,False
Dolby Laboratories Licensing Corporation,TR,"EP 2,716,028",EP2716028,False
Dolby Laboratories Licensing Corporation,TR,"EP 3,079,055",EP3079055,False
Dolby Laboratories Licensing Corporation,TR,"EP 3,514,677",EP3514677,False
Dolby Laboratories Licensing Corporation,TR,"EP 3,523,970",EP3523970,False
Dolby Laboratories Licensing Corporation,TR,"EP 3,595,281",EP3595281,False
Dolby Laboratories Licensing Corporation,TR,"EP 3,742,715",EP3742715,False
Dolby Laboratories Licensing Corporation,TR,"EP 3,800,542",EP3800542,False
Dolby Laboratories Licensing Corporation,TR,"EP 3,800,543",EP3800543,False
Dolby Laboratories Licensing Corporation,TR,"EP 3,850,847",EP3850847,False
Dolby Laboratories Licensing Corporation,TR,"EP 3,974,956",EP3974956,False
Dolby Laboratories Licensing Corporation,TR,"EP 4,009,620 C0",EP4009620C0,False
Dolby Laboratories Licensing Corporation,TR,"EP 4,064,706",EP4064706,False
Dolby Laboratories Licensing Corporation,TR,"EP 4,072,137",EP4072137,False
Dolby Laboratories Licensing Corporation,TR,"EP 4,137,929",EP4137929,False
Dolby Laboratories Licensing Corporation,TR,"EP 4,150,909",EP4150909,False
Dolby Laboratories Licensing Corporation,TR,"EP 4,155,898",EP4155898,False
Dolby Laboratories Licensing Corporation,TR,"EP 4,160,385",EP4160385,False
Dolby Laboratories Licensing Corporation,TR,"EP 4,236,325",EP4236325,False
Dolby Laboratories Licensing Corporation,TR,"EP 4,300,974",EP4300974,False
Dolby Laboratories Licensing Corporation,TR,"EP 4,472,202",EP4472202,False
Dolby Laboratories Licensing Corporation,TR,"EP 4,472,203",EP4472203,False
Dolby Laboratories Licensing Corporation,TZ,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,TZ,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,TZ,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,TZ,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,UA,UA 124806,UA124806,False
Dolby Laboratories Licensing Corporation,UA,UA 128323,UA128323,False
Dolby Laboratories Licensing Corporation,UA,UA 129191,UA129191,False
Dolby Laboratories Licensing Corporation,UA,UA 129781,UA129781,False
Dolby Laboratories Licensing Corporation,UG,AP 6125,AP6125,False
Dolby Laboratories Licensing Corporation,UG,AP 6941,AP6941,False
Dolby Laboratories Licensing Corporation,UG,AP 7595,AP7595,False
Dolby Laboratories Licensing Corporation,UG,AP 7968,AP7968,False
Dolby Laboratories Licensing Corporation,US,"US 7,742,655",US7742655,False
Dolby Laboratories Licensing Corporation,US,"US 7,894,530",US7894530,False
Dolby Laboratories Licensing Corporation,US,"US 7,899,113",US7899113,False
Dolby Laboratories Licensing Corporation,US,"US 8,150,206",US8150206,False
Dolby Laboratories Licensing Corporation,US,"US 8,228,986",US8228986,False
Dolby Laboratories Licensing Corporation,US,"US 8,233,538",US8233538,False
Dolby Laboratories Licensing Corporation,US,"US 8,279,927",US8279927,False
Dolby Laboratories Licensing Corporation,US,"US 8,331,450",US8331450,False
Dolby Laboratories Licensing Corporation,US,"US 8,374,237",US8374237,False
Dolby Laboratories Licensing Corporation,US,"US 8,761,251",US8761251,False
Dolby Laboratories Licensing Corporation,US,"US 8,780,998",US8780998,False
Dolby Laboratories Licensing Corporation,US,"US 9,025,670",US9025670,False
Dolby Laboratories Licensing Corporation,US,"US 9,185,384",US9185384,False
Dolby Laboratories Licensing Corporation,US,"US 9,219,923",US9219923,False
Dolby Laboratories Licensing Corporation,US,"US 9,232,235",US9232235,False
Dolby Laboratories Licensing Corporation,US,"US 9,288,499",US9288499,False
Dolby Laboratories Licensing Corporation,US,"US 9,420,311",US9420311,False
Dolby Laboratories Licensing Corporation,US,"US 9,445,116",US9445116,False
Dolby Laboratories Licensing Corporation,US,"US 9,521,419",US9521419,False
Dolby Laboratories Licensing Corporation,US,"US 9,685,139",US9685139,False
Dolby Laboratories Licensing Corporation,US,"US 9,697,799",US9697799,False
Dolby Laboratories Licensing Corporation,US,"US 9,706,217",US9706217,False
Dolby Laboratories Licensing Corporation,US,"US 9,712,801",US9712801,False
Dolby Laboratories Licensing Corporation,US,"US 9,774,882",US9774882,False
Dolby Laboratories Licensing Corporation,US,"US 9,838,705",US9838705,False
Dolby Laboratories Licensing Corporation,US,"US 9,843,785",US9843785,False
Dolby Laboratories Licensing Corporation,US,"US 9,912,931",US9912931,False
Dolby Laboratories Licensing Corporation,US,"US 9,959,837",US9959837,False
Dolby Laboratories Licensing Corporation,US,"US 9,973,771",US9973771,False
Dolby Laboratories Licensing Corporation,US,"US 9,986,254",US9986254,False
Dolby Laboratories Licensing Corporation,US,"US 9,992,476",US9992476,False
Dolby Laboratories Licensing Corporation,US,"US 10,038,891",US10038891,False
Dolby Laboratories Licensing Corporation,US,"US 10,038,916",US10038916,False
Dolby Laboratories Licensing Corporation,US,"US 10,129,557",US10129557,False
Dolby Laboratories Licensing Corporation,US,"US 10,136,118",US10136118,False
Dolby Laboratories Licensing Corporation,US,"US 10,194,172",US10194172,False
Dolby Laboratories Licensing Corporation,US,"US 10,264,235",US10264235,False
Dolby Laboratories Licensing Corporation,US,"US 10,362,334",US10362334,False
Dolby Laboratories Licensing Corporation,US,"US 10,382,788",US10382788,False
Dolby Laboratories Licensing Corporation,US,"US 10,419,739",US10419739,False
Dolby Laboratories Licensing Corporation,US,"US 10,432,958",US10432958,False
Dolby Laboratories Licensing Corporation,US,"US 10,504,205",US10504205,False
Dolby Laboratories Licensing Corporation,US,"US 10,609,413",US10609413,False
Dolby Laboratories Licensing Corporation,US,"US 10,621,952",US10621952,False
Dolby Laboratories Licensing Corporation,US,"US 10,701,397",US10701397,False
Dolby Laboratories Licensing Corporation,US,"US 10,721,453",US10721453,False
Dolby Laboratories Licensing Corporation,US,"US 10,764,596",US10764596,False
Dolby Laboratories Licensing Corporation,US,"US 10,779,008",US10779008,False
Dolby Laboratories Licensing Corporation,US,"US 10,957,283",US10957283,False
Dolby Laboratories Licensing Corporation,US,"US 10,999,585",US10999585,False
Dolby Laboratories Licensing Corporation,US,"US 11,025,961",US11025961,False
Dolby Laboratories Licensing Corporation,US,"US 11,190,749",US11190749,False
Dolby Laboratories Licensing Corporation,US,"US 11,218,709",US11218709,False
Dolby Laboratories Licensing Corporation,US,"US 11,284,110",US11284110,False
Dolby Laboratories Licensing Corporation,US,"US 11,323,728",US11323728,False
Dolby Laboratories Licensing Corporation,US,"US 11,477,480",US11477480,False
Dolby Laboratories Licensing Corporation,US,"US 11,523,127",US11523127,False
Dolby Laboratories Licensing Corporation,US,"US 11,570,480",US11570480,False
Dolby Laboratories Licensing Corporation,US,"US 11,582,472",US11582472,False
